Account,trade_date,sentiment,total_pnl,num_trades,avg_size_usd,long_ratio,win_rate
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,Fear,13264.043303999999,277,21898.95651917404,0.6814159292035398,0.8181818181818182
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,Fear,5942.547242,259,8678.024504792333,0.12779552715654952,1.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,Fear,8277.307357,570,3079.8473348783314,0.4843568945538818,1.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,Fear,2638.012587,286,1965.9329745042492,0.17280453257790368,1.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,Neutral,-19037.340561,427,8110.89095959596,0.39225589225589225,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,Greed,-108176.9187,355,20030.785479744136,0.5031982942430704,0.2796610169491525
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,Greed,8157.112326,69,15603.565285714287,0.9571428571428572,0.9428571428571428
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,Greed,0.0,1,0.17,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,Extreme Greed,159.100072,87,373.7049462365591,0.6881720430107527,0.6153846153846154
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,Extreme Greed,161.289904,90,353.5228421052631,0.6842105263157895,0.7727272727272727
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,Extreme Greed,147.410285,149,666.941975308642,0.8395061728395061,0.7204301075268817
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,Extreme Greed,233.36546,193,895.9638028169014,0.8779342723004695,0.8739495798319328
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,Extreme Greed,-316.245208,322,2149.553218673219,0.9164619164619164,0.6467889908256881
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,Extreme Greed,780.001314,351,729.007130044843,0.92152466367713,0.6638297872340425
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,Extreme Greed,141.21958999999998,335,422.0099076212471,0.8845265588914549,0.5895196506550219
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,Extreme Greed,673.6312,141,333.45923076923077,0.8333333333333334,0.8181818181818182
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,Extreme Greed,108.321127,64,200.7391304347826,0.8985507246376812,0.8285714285714286
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,Extreme Greed,464.281002,195,324.3673333333333,0.7466666666666667,0.6834532374100719
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,Extreme Greed,-508.290641,187,1012.5778341013826,0.9400921658986175,0.6551724137931034
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,Extreme Greed,193.66415899999998,153,1110.83224852071,0.7751479289940828,0.7956989247311828
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,Extreme Greed,165.532644,177,946.0768115942029,0.8792270531400966,0.6782608695652174
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,Extreme Greed,9551.73423,173,388.948786407767,0.558252427184466,0.8518518518518519
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,Extreme Greed,5590.528248,145,315.52253246753247,0.4675324675324675,0.8160919540229885
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,Extreme Greed,4458.25495,169,247.12725388601035,0.45595854922279794,0.8981481481481481
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,Extreme Greed,1283.846047,132,140.36935714285713,0.5642857142857143,0.9733333333333334
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,Extreme Greed,1190.358719,73,92.37217948717948,0.358974358974359,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,Extreme Greed,9066.169646,103,165.78285714285715,0.26785714285714285,0.9836065573770492
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,Extreme Greed,14685.787664,87,259.2459183673469,0.3469387755102041,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,Greed,389.176232,65,129.80536231884057,0.42028985507246375,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,Extreme Greed,4008.012049,77,159.67825581395348,0.23255813953488372,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,Extreme Greed,554.009942,94,77.67176470588235,0.30392156862745096,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,Extreme Greed,768.430838,185,88.1318309859155,0.7934272300469484,0.9767441860465116
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,Extreme Greed,980.557461,137,119.62222929936306,0.7452229299363057,0.9636363636363636
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,Greed,1582.001112,89,124.41204301075268,0.3010752688172043,0.8
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,Extreme Greed,5806.86932,137,150.14530612244897,0.2108843537414966,0.9425287356321839
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,Extreme Greed,1522.284412,138,88.59193548387097,0.535483870967742,0.8658536585365854
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,Extreme Greed,13281.73126,138,187.5361038961039,0.3051948051948052,0.9754098360655737
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,Extreme Greed,5389.96219,119,125.00722627737227,0.46715328467153283,0.9577464788732394
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,Extreme Greed,13190.248859,199,131.2383043478261,0.3826086956521739,0.9871794871794872
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,Extreme Greed,4454.939378,162,112.67668508287292,0.5580110497237569,0.9873417721518988
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,Extreme Greed,3624.489655,170,124.92068062827224,0.5340314136125655,0.9411764705882353
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,Extreme Greed,1525.329937,180,197.00485294117647,0.8382352941176471,0.851063829787234
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,Greed,7812.716373,176,289.6046907216495,0.34536082474226804,0.9173553719008265
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,Greed,7465.899936,100,215.33785046728974,0.2523364485981308,0.9818181818181818
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,Greed,1174.025529,70,174.83481012658228,0.569620253164557,0.9761904761904762
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,Greed,122.889996,84,212.30473684210526,0.9894736842105263,0.9666666666666667
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,Greed,1555.956456,45,282.42354166666667,0.2916666666666667,0.9375
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,Greed,1530.919365,64,284.1157575757576,0.24242424242424243,0.8333333333333334
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,Extreme Greed,101.860928,76,223.8904761904762,0.9285714285714286,0.9032258064516129
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,Greed,388.366016,69,221.81794520547948,0.6301369863013698,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,Greed,506.512551,60,166.3415873015873,0.5873015873015873,0.7666666666666667
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,Greed,115.51218300000001,33,140.99176470588236,0.20588235294117646,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,Greed,255.808312,113,455.63544,0.92,0.9767441860465116
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,Greed,496.221792,98,1121.107570093458,0.7476635514018691,0.9696969696969697
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,Greed,109.82694000000001,58,263.3476271186441,0.7796610169491526,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,Greed,416.546688,97,217.69336633663366,0.39603960396039606,0.9787234042553191
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,Greed,250.581483,66,217.15115942028987,0.6231884057971014,0.9230769230769231
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,Greed,232.66549799999999,77,156.68296296296296,0.654320987654321,0.8333333333333334
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,Greed,87.752181,78,101.1840243902439,0.573170731707317,0.9361702127659575
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,Extreme Greed,114.68421000000001,76,82.075375,0.225,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,Extreme Greed,267.846227,97,103.70087378640777,0.8446601941747572,0.9473684210526315
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,Greed,651.469355,136,489.99302013422823,0.9664429530201343,0.9139784946236559
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,Greed,571.688942,95,728.4078640776698,0.9611650485436893,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,Neutral,401.706348,78,522.1204761904762,0.7261904761904762,0.925
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,Greed,157.228232,36,484.2756756756757,0.8648648648648649,0.8888888888888888
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,Greed,274.773033,61,446.3861904761905,0.9206349206349206,0.975
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,Greed,53.846609,60,561.3780327868852,0.9836065573770492,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,Greed,894.564828,41,995.6730952380951,0.7380952380952381,0.9714285714285714
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,Greed,55.137803,19,240.01052631578946,0.5789473684210527,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,Extreme Greed,238.995461,81,136.35540229885058,0.3793103448275862,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,Extreme Greed,168.92152,63,118.53914285714285,0.6285714285714286,0.9722222222222222
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,Extreme Greed,594.135892,224,195.20691119691122,0.6563706563706564,0.9813084112149533
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,Extreme Greed,102.504343,163,155.71684782608696,0.5706521739130435,0.8777777777777778
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,Extreme Greed,608.885905,155,169.7668047337278,0.8165680473372781,0.9583333333333334
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,Extreme Greed,428.3738,90,262.3486170212766,0.7021276595744681,0.8679245283018868
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,Extreme Greed,589.467131,103,120.82616071428572,0.5535714285714286,0.9444444444444444
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,Extreme Greed,229.609892,112,128.88065573770493,0.8524590163934426,0.9344262295081968
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,Extreme Greed,347.22838,109,145.0465,0.8916666666666667,0.967741935483871
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,Extreme Greed,124.70498799999999,102,241.47220338983053,0.9915254237288136,0.9215686274509803
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,Greed,273.211119,97,334.20924528301884,0.9150943396226415,0.96
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,Greed,838.930696,229,1223.7995522388057,1.0,0.9421487603305785
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,Greed,1019.55769,137,624.2161589403973,0.9735099337748344,0.9146341463414634
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,Greed,152.618804,42,340.8880952380952,0.8809523809523809,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,Greed,1234.2072,82,394.06465116279065,0.8372093023255814,0.8870967741935484
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,Extreme Greed,755.916254,46,374.2630612244898,0.7142857142857143,0.95
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,Greed,3.536668000000001,50,1057.5154901960784,0.9803921568627451,0.7241379310344828
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,Greed,-1416.906536,85,1328.6620879120878,0.945054945054945,0.3125
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,Fear,439.634046,71,1251.5914666666667,0.9733333333333334,0.9782608695652174
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,Greed,1291.500575,47,1139.6597916666667,0.9583333333333334,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,Neutral,696.8107239999999,76,912.4063855421687,0.927710843373494,0.9736842105263158
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,Neutral,358.877096,45,1453.7044444444446,1.0,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,Fear,932.4458159999999,53,596.832037037037,1.0,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,Fear,0.0,31,630.2528125,1.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,Neutral,31.14195,17,685.0323529411764,1.0,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,Fear,436.833818,42,1075.9925581395348,1.0,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,Neutral,593.326371,38,984.2039024390244,0.975609756097561,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,Neutral,198.780392,58,717.646779661017,0.9661016949152542,0.8709677419354839
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,Neutral,287.27875,41,647.7471428571429,0.9047619047619048,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,Neutral,404.813032,45,536.6263829787234,0.6808510638297872,0.9736842105263158
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,Neutral,64.653448,9,257.83222222222224,1.0,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,Neutral,59.664989,11,503.33272727272725,0.6363636363636364,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,Neutral,115.824682,28,466.69214285714287,0.9285714285714286,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,Neutral,45.659497,36,404.88444444444445,0.9444444444444444,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,Fear,20.62415,22,508.5995454545455,0.9090909090909091,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,Neutral,278.142839,52,429.3352830188679,0.8490566037735849,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,Greed,591.659533,81,320.8220430107527,0.6344086021505376,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,Neutral,408.03639799999996,55,523.8093103448275,0.7413793103448276,0.9444444444444444
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,Neutral,39.91436,23,550.5720833333334,0.5833333333333334,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,Neutral,180.244855,61,282.4104918032787,0.9344262295081968,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,Fear,168.27053,47,883.3975510204082,0.9795918367346939,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,Extreme Fear,64.59776,33,242.27088235294116,0.7352941176470589,0.8666666666666667
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,Extreme Fear,71.919819,30,765.107,0.8333333333333334,0.9285714285714286
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,Extreme Fear,-3425.450348,68,1611.6066666666666,0.9876543209876543,0.896551724137931
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,Extreme Fear,557.9358,36,840.2127027027027,0.8648648648648649,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,Fear,8330.21747,67,1432.3072602739728,0.8904109589041096,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,Fear,494.669357,56,536.928448275862,0.9137931034482759,1.0
